step,sampling/sampling_logp_difference/mean,sampling/sampling_logp_difference/max,sampling/importance_sampling_ratio/min,sampling/importance_sampling_ratio/mean,sampling/importance_sampling_ratio/max,completions/mean_length,completions/max_length,entropy,kl,reward,loss,diag/accuracy,diag/zero_var_group_ratio,frac_reward_zero_std
224,0.02965,1.282,0,0.8212,2.532,96.56,172,0.2927,0.05781,0.8563,-0.03611,0.6562,0.5,0.5
225,0.03395,1.879,0,0.5596,1.885,129.1,252,0.3728,0.05591,0.6375,0.04373,0.4375,0.5,0.5
226,0.04322,12.11,0,0.6526,2.919,127.4,286,0.327,0.05295,0.7875,-0.2605,0.5938,0.25,0
227,0.02845,1.708,0,0.9298,2.467,97.31,314,0.2804,0.08782,0.9813,0.1017,0.7812,0.5,0.5
228,0.03425,2.859,0,0.579,1.787,88.09,184,0.2472,0.09538,0.825,-0.005087,0.625,0.5,0.5
229,0.03169,1.984,0,0.815,2.98,119.1,204,0.2895,0.06463,0.7313,-0.002197,0.5312,0.25,0.25
230,0.03405,2.124,0,0.8578,2.748,106.4,185,0.3213,0.141,0.8563,-0.2105,0.6562,0.25,0.25
231,0.03592,2.178,0,0.7001,2.362,102.5,176,0.3514,0.06978,0.7625,-0.1562,0.5625,0.25,0.25
232,0.03206,0.9497,0,0.7704,2.855,101.2,166,0.3178,0.03628,0.9813,-0.1511,0.7812,0.25,0.25
233,0.02772,1.385,0.08467,0.9001,2.573,84.19,173,0.2313,0.0459,1.106,-0.07081,0.9062,0.5,0.5
234,0.03519,15.97,0,0.8057,2.907,103,168,0.3104,0.05513,0.9188,-0.04908,0.7188,0.25,0.25
235,0.04121,13.52,1.485e-07,0.9943,2.988,94.5,181,0.2819,0.05507,0.9188,-0.02944,0.7188,0.25,0.25
236,0.03438,1.54,0,0.6669,2.546,115.6,445,0.3636,0.08241,0.8563,-0.04762,0.6562,0.75,0.75
237,0.03569,1.323,0,0.672,1.948,96.72,237,0.2953,0.06149,0.9813,-0.09534,0.7812,0.25,0.25
238,0.03874,4.584,0,0.8714,2.891,88.78,148,0.3642,3.776,0.9188,0.2949,0.7188,0,0
239,0.0331,1.527,0,0.6213,2.441,99.41,235,0.3099,0.07746,0.7875,0.13,0.5938,0.25,0.25
240,0.03343,3.206,0,0.6558,1.854,136.2,277,0.3854,0.0771,0.6938,-0.1977,0.5,0.25,0.25
241,0.03157,1.38,0,0.8744,2.359,128.3,215,0.334,0.05886,0.7,-0.05533,0.5,0,0
242,0.03987,3.903,0,0.6212,1.81,102.8,246,0.3365,0.06617,0.825,-0.06989,0.625,0.25,0.25
243,0.03627,4.191,0.01419,0.7523,2.843,90.59,203,0.2424,0.09862,0.95,-0.01686,0.75,0.5,0.5
244,0.02846,1.527,0,0.9407,2.351,94.41,191,0.1994,0.04414,0.9813,-0.03974,0.7812,0,0
245,0.03394,2.848,0,0.7351,2.487,128.1,259,0.3059,0.07736,0.7938,-0.2694,0.5938,0,0
246,0.04159,3.181,0.03738,0.7354,2.389,85.31,215,0.301,0.1211,0.825,-0.1954,0.625,0.25,0.25
247,0.03691,10.05,0,0.6435,2.622,119.3,254,0.2946,0.05942,0.8125,-0.1297,0.625,0.25,0.25
248,0.0316,1.977,0,0.8977,2.496,97.62,287,0.3179,0.08784,0.9188,0.09559,0.7188,0.75,0.75
249,0.02682,15.19,5.164e-09,0.7464,2.038,110.3,161,0.1437,0.07435,1.106,-0.05426,0.9062,0.5,0.5
250,0.03601,1.411,0.08133,0.859,2.476,86.12,178,0.3743,0.04851,0.9125,0.06525,0.7188,0.5,0.5
251,0.03089,9.144,0,0.7388,2.109,92.25,172,0.1952,0.05812,1.006,-0.1045,0.8125,0,0
252,0.03304,1.527,0,0.9706,2.963,100.7,276,0.3103,0.05587,0.8875,-0.2489,0.6875,0,0
253,0.03492,1.866,0,0.8578,2.62,141.4,242,0.3463,0.06963,0.7313,-0.08008,0.5312,0.25,0.25
254,0.03287,1.399,0,0.8314,2.08,99.78,187,0.2652,0.1177,0.8875,-0.1046,0.6875,0.5,0.5
255,0.04349,13.34,0,0.6089,1.807,128.7,186,0.2941,0.08373,0.4813,-0.009834,0.2812,0,0
256,0.03705,1.226,0.0188,0.8272,2.454,114,202,0.3223,0.05167,0.6375,-0.05979,0.4375,0,0
257,0.0364,1.801,0,0.852,2.858,84.62,127,0.2411,0.1336,0.8813,0.05063,0.6875,0.75,0.75
258,0.03439,1.294,0,0.7045,2.529,106.7,397,0.2776,0.06156,0.8563,-0.139,0.6562,0.25,0.25
259,0.02912,1.197,0,0.8912,2.07,85.78,139,0.2218,0.05956,1.075,0.04959,0.875,0.5,0.5
260,0.03423,1.502,0.06144,0.8088,2.514,108.9,387,0.3162,0.07809,0.9813,0.06955,0.7812,0.25,0.25
261,0.03976,2.079,0,0.8004,2.624,98.91,165,0.3627,0.06337,0.8563,0.002631,0.6562,0.25,0.25
262,0.03041,2.489,0,0.6961,2.989,103.9,153,0.2006,0.1411,0.7938,-0.166,0.5938,0,0
263,0.04064,1.35,0,0.5991,1.624,89.75,145,0.2883,0.07408,0.7625,-0.02963,0.5625,0,0
264,0.02809,0.9481,0,0.9792,2.839,88.47,179,0.2088,0.03746,1.044,-0.09368,0.8438,0.25,0.25
265,0.03528,1.112,0.07241,0.7611,2.236,82.59,149,0.2384,0.07576,1.044,-0.09024,0.8438,0.25,0.25
266,0.03458,1.967,0,0.6003,2,98.59,240,0.3071,0.08971,0.9188,0.1356,0.7188,0.75,0.75
267,0.0352,1.366,0,0.75,2.59,95.62,246,0.2515,0.06056,0.9188,0.1504,0.7188,0.25,0.25
268,0.03847,1.688,0,0.853,2.943,93.44,184,0.3205,0.06171,0.95,-0.05491,0.75,0,0
269,0.02974,0.9951,0.02305,1.003,2.58,99.75,181,0.288,0.03658,0.825,0.009754,0.625,0.25,0.25
270,0.03344,1.124,0,0.798,1.693,86.09,115,0.2981,0.05612,1.038,-0.00192,0.8438,0.5,0.5
271,0.0394,14.25,0,0.71,2.22,108.7,216,0.2456,0.05452,0.825,0.05856,0.625,0,0
272,0.02889,1.254,0.1306,0.9357,2.678,73.03,101,0.2163,0.04329,1.044,0.001342,0.8438,0.25,0.25
273,0.02284,1.267,0,0.7936,1.969,142.2,700,0.2366,0.03148,1.031,-0.05628,0.8438,0.5,0.5
274,0.02117,1.224,0.107,1.025,2.598,157.7,382,0.2167,0.02653,0.825,0.009757,0.625,0.5,0.5
275,0.03413,9.728,0,0.8575,2.014,107.4,230,0.3212,0.03341,0.7625,-0.05271,0.5625,0.5,0.5
276,0.03572,0.9026,0.1065,1.003,2.494,106.3,174,0.3829,0.04348,0.7625,-0.1384,0.5625,0.25,0.25
277,0.02799,1.273,0,1.15,2.989,112.3,175,0.2912,0.03566,0.95,0.06689,0.75,0,0
278,0.04314,10.63,0,0.5961,2.847,88.31,171,0.3529,0.04493,0.8875,-0.1983,0.6875,0,0
279,0.04605,11.26,0,0.6105,2.323,102.8,163,0.3578,0.04878,0.8563,-0.1948,0.6562,0.5,0.5
280,0.04064,10.72,0,0.6205,2.15,99.69,184,0.307,0.08178,0.6375,-0.03422,0.4375,0.25,0.25
281,0.02853,8.199,0.001157,0.7326,2.684,133.2,238,0.2621,0.0419,0.7313,-0.0995,0.5312,0,0
282,0.03481,6.705,0,0.7405,2.258,139.6,254,0.4199,0.03591,0.7938,-0.1962,0.5938,0,0
283,0.03353,13.37,0,0.7398,2.623,109.3,254,0.3531,0.04068,0.95,-0.09788,0.75,0.25,0.25
284,0.03202,1.103,0,0.8865,2.294,90.06,135,0.3362,0.05146,0.9188,0.1655,0.7188,0.25,0.25
285,0.0282,1.269,0,0.6319,2.49,107.9,197,0.2601,0.0438,0.7625,-0.05991,0.5625,0.25,0.25
286,0.03179,1.211,0,0.8954,2.35,98.81,252,0.4216,0.03674,0.825,-0.0414,0.625,0.5,0.5
287,0.03112,1.67,0,0.8303,2.358,113,236,0.3575,0.05537,0.7625,0.08794,0.5625,0,0
288,0.02565,1.105,0,0.8326,2.762,106.7,155,0.2447,0.03718,0.8875,-0.06485,0.6875,0,0
289,0.0252,3.447,0.05445,0.9406,2.439,113.4,179,0.2347,0.03464,0.8563,0.1066,0.6562,0.5,0.5
290,0.04475,11.96,0,0.8518,2.877,115.7,211,0.434,0.07438,0.7625,-0.06079,0.5625,0.5,0.5
291,0.03186,12.23,0,0.7707,2.389,127.5,206,0.2794,0.02985,0.825,-0.2208,0.625,0,0
292,0.02831,11.15,0,1.035,2.228,121,203,0.3509,0.0247,0.45,-0.2005,0.25,0,0
293,0.03545,12.87,8.458e-08,0.9198,2.3,118.3,235,0.3902,0.03845,0.6688,-0.006149,0.4688,0.5,0.5
294,0.02255,0.7291,0.3178,1.017,2.903,157.3,659,0.3056,0.02257,0.7,-0.02892,0.5,0.5,0.5
295,0.02186,0.9057,0,0.9968,2.822,130,251,0.2874,0.0234,0.8875,-0.3641,0.6875,0.25,0.25
296,0.03053,10.17,5.379e-05,0.8638,2.96,115.3,303,0.3314,0.03632,0.9188,0.1671,0.7188,0,0
297,0.02663,1.083,0.01031,0.8575,2.694,90.97,186,0.2785,0.03549,0.9813,0.06437,0.7812,0.5,0.5
298,0.02647,1.355,0.1191,0.9691,2.259,87.38,153,0.2989,0.04436,1.013,-0.2245,0.8125,0.5,0.5
299,0.03925,15.06,0,0.8989,2.74,94.47,154,0.2279,0.05232,0.825,-0.1654,0.625,0.5,0.5
300,0.02653,1.122,0,0.9898,2.86,128.8,264,0.302,0.04202,0.7938,-0.3333,0.5938,0,0
301,0.02642,2.832,0.04996,0.8138,2.151,130.9,211,0.2401,0.03269,0.825,-0.1933,0.625,0,0
302,0.02688,1.125,0.17,0.9133,1.495,69.38,200,0.3153,0.04358,1.013,-0.01056,0.8125,0.5,0.5
303,0.02738,1.707,0,0.7479,2.01,97.72,212,0.263,0.09173,1.013,-0.1331,0.8125,0,0
304,0.0291,1.245,0,0.8971,2.006,81.19,132,0.259,0.06871,1.075,-0.0629,0.875,0.5,0.5
305,0.03322,6.829,0.000505,0.8117,2.259,111.4,171,0.3591,0.03885,0.95,-0.00789,0.75,0.5,0.5
306,0.03291,16.65,0,0.8816,2.99,120.3,230,0.2091,0.04404,0.95,-0.1965,0.75,0.25,0.25
307,0.0447,20.28,0,0.8511,2.418,80.62,191,0.3479,0.08748,0.825,-0.1129,0.625,0.5,0.5
308,0.03423,1.494,0.1547,0.9429,2.679,86.22,135,0.267,0.0707,0.9813,-0.2298,0.7812,0,0
309,0.03131,1.455,0,0.7992,2.901,97.44,196,0.316,0.05483,0.9813,-0.1597,0.7812,0.25,0.25
310,0.02519,1.235,0.1138,0.9237,2.13,84.41,130,0.1753,0.05567,1.169,-0.005599,0.9688,0.75,0.75
311,0.03379,19.69,0,1.041,2.871,98.66,170,0.3046,0.07632,0.7313,-0.2403,0.5312,0.25,0.25
312,0.03608,1.485,0.03768,0.69,2.676,121.2,216,0.4071,0.0617,0.7625,-0.1268,0.5625,0,0
313,0.02392,0.9488,0.2759,1.086,2.952,93.06,218,0.2505,0.03041,0.825,-0.03712,0.625,0.5,0.5
314,0.03933,11.81,1.83e-11,0.7848,2.127,97.22,156,0.2782,0.08304,0.8875,-0.1038,0.6875,0,0
315,0.02852,2.237,0.1276,0.8524,2.955,79.09,116,0.2181,0.1913,1.106,0.007821,0.9062,0.25,0.25
316,0.04049,0.9885,0,0.7956,2.799,98.81,219,0.3039,0.06749,0.8563,0.1405,0.6562,0,0
317,0.04407,13.11,0,0.5565,1.599,118.6,213,0.3056,0.07503,0.8563,-0.1218,0.6562,0.25,0.25
318,0.03873,10.98,0,0.6428,1.797,102,191,0.2784,0.05469,0.8563,-0.05408,0.6562,0.25,0.25
319,0.03382,2.123,0,0.7759,2.779,114.9,700,0.295,0.1645,0.8813,0.08927,0.6875,0.5,0.5
320,0.0324,1.467,0.1132,1.027,2.99,112.1,181,0.2806,0.07914,0.95,-0.1295,0.75,0.25,0.25
321,0.02943,1.237,0,0.7169,2.678,86.34,141,0.2213,0.06622,1.075,-0.06713,0.875,0.5,0.5
322,0.03491,4.862,0,0.998,2.944,90.97,115,0.2863,0.07262,1.106,0.01152,0.9062,0.75,0.75
323,0.02534,1.088,0,0.8069,2.893,118.4,182,0.2118,0.05544,0.95,-0.1455,0.75,0.25,0.25
324,0.02473,1.637,0.1249,0.9654,2.465,106.2,169,0.2277,0.0807,1.075,-0.1134,0.875,0.25,0.25
325,0.04852,12.94,9.99e-07,0.9619,2.968,101.2,173,0.2933,0.1073,0.9188,-0.3672,0.7188,0.5,0.5
326,0.03979,4.367,0,0.7488,2.929,135.9,273,0.4155,0.04549,0.5438,-0.06315,0.3438,0.25,0.25
327,0.03365,1.083,0,0.7305,2.439,76.41,170,0.2691,0.06563,0.6688,-0.07932,0.4688,0.25,0.25
328,0.02127,1.394,0.112,1.016,2.834,98.59,216,0.1631,0.04896,1.013,-0.07767,0.8125,0.5,0.5
329,0.03014,1.252,0.06209,0.7745,2.298,82.78,175,0.2165,0.08945,1.013,-0.08891,0.8125,0.5,0.5
330,0.03108,1.513,0.05577,0.8341,2.939,103,222,0.1951,0.05865,0.8875,-0.2588,0.6875,0.25,0.25
331,0.02795,1.249,0.05316,1.011,2.822,92.44,149,0.1916,0.06284,1.138,-0.1972,0.9375,0.5,0.5
332,0.03678,9.672,0,0.8047,2.405,118.1,180,0.296,0.06289,0.8875,-0.09862,0.6875,0.25,0.25
333,0.03797,14.44,0,0.8896,2.345,143.5,330,0.3206,0.05483,0.6375,0.1067,0.4375,0,0
334,0.03052,1.493,0,0.8855,1.796,77.38,148,0.2014,0.07212,1.169,-0.1043,0.9688,0.75,0.75
335,0.02507,1.167,0.1909,0.981,2.553,122.2,288,0.2396,0.05622,0.8563,-0.1065,0.6562,0.25,0.25
336,0.02649,2.479,0.08553,0.9236,2.922,103.8,167,0.186,0.04428,1.169,-0.01469,0.9688,0.75,0.75
337,0.0341,1.065,0,0.662,1.872,95.09,174,0.2255,0.06381,1.075,-0.1013,0.875,0.75,0.75
338,0.03708,5.532,0,0.8642,2.877,119.4,265,0.3843,0.03732,0.7313,-0.1484,0.5312,0.25,0.25
339,0.02256,1.391,0.08426,0.9602,2.617,101.5,161,0.2116,0.04859,1.106,-0.09045,0.9062,0.25,0.25
340,0.05598,17.22,0,0.571,2.387,128.1,272,0.3043,0.09608,0.2938,-0.1398,0.09375,0.25,0.25
341,0.02411,1.143,0.03835,0.9492,2.363,111.6,196,0.1921,0.05243,1.169,0.09679,0.9688,0.75,0.75
342,0.02949,1.625,0,0.9476,2.864,94.88,142,0.2285,0.2089,1.013,-0.08337,0.8125,0,0
343,0.03564,13.62,0,0.7836,2.64,127.6,198,0.3075,0.05937,0.575,-0.155,0.375,0,0
344,0.03239,6.939,0.0005893,0.9231,2.981,103.2,161,0.2215,0.05483,0.9188,-0.2787,0.7188,0.25,0.25
345,0.02654,1.124,0.1083,1.035,2.777,110.7,263,0.2566,0.04978,0.8563,-0.07867,0.6562,0.25,0.25
346,0.03067,2.396,0,0.7222,2.994,99.06,217,0.2762,0.04195,1.044,0.01961,0.8438,0.25,0.25
347,0.02927,1.963,0,0.8422,2.644,105.1,189,0.283,0.05619,0.7625,-0.008979,0.5625,0,0
348,0.02716,1.245,0,0.8401,2.894,103.2,210,0.231,0.05418,1.106,-0.1065,0.9062,0.75,0.75
349,0.03064,10.87,0,0.7309,1.813,103.3,143,0.239,0.05405,1.075,-0.1864,0.875,0.25,0.25
350,0.03473,2.203,0.06589,0.7997,2.585,90.06,181,0.2287,0.1417,0.825,-0.02407,0.625,0.25,0.25
351,0.022,1.37,0,0.8824,2.184,150.9,406,0.2212,0.04906,0.9813,-0.1843,0.7812,0,0
352,0.02799,1.182,0,1.066,2.798,93.25,146,0.2338,0.0488,1.044,0.06718,0.8438,0.5,0.5
353,0.03512,1.56,0,0.751,2.592,96.44,199,0.3157,0.0705,0.9813,-0.179,0.7812,0,0
354,0.02271,1.749,0.1455,0.9226,2.853,122.1,201,0.207,0.04168,0.8563,-0.01786,0.6562,0.25,0.25
355,0.02773,1.52,0,0.6816,2.179,105.1,187,0.2156,0.07739,0.95,0.1371,0.75,0.25,0.25
356,0.03391,1.605,0,0.6914,2.478,130.9,329,0.3216,0.05554,0.8875,-0.008783,0.6875,0.25,0.25
357,0.02871,1.619,0,0.6853,2.243,121.1,192,0.2951,0.07572,1.013,0.01852,0.8125,0.25,0.25
358,0.02635,1.078,0,0.6983,1.996,128.5,240,0.2627,0.04542,1.013,0.01148,0.8125,0.5,0.5
359,0.03461,0.9283,0.1107,0.9443,2.607,96.62,189,0.3773,0.05317,0.825,-0.09643,0.625,0,0
360,0.02773,1.103,0,0.9483,2.358,103.9,157,0.2927,0.04172,0.9813,-0.1227,0.7812,0.25,0.25
361,0.0261,1.468,0.07728,0.8826,2.303,124.8,226,0.2707,0.0467,0.825,-0.1384,0.625,0.25,0.25
362,0.02951,1.594,0.0772,0.9611,2.77,90.75,146,0.2719,0.0758,1.069,-0.0009052,0.875,0.25,0.25
363,0.03169,0.83,0.2371,1.086,2.714,76,134,0.2717,0.05071,0.8875,-0.1236,0.6875,0.75,0.75
364,0.02651,1.309,0,0.731,2.561,109.7,217,0.2288,0.05423,0.8563,-0.08703,0.6562,0.25,0.25
365,0.03261,1.621,0,0.6444,1.885,94.53,187,0.2336,0.1039,1.013,0.01791,0.8125,0.5,0.5
366,0.02889,13.65,0,0.7976,2.622,171.3,603,0.3769,0.02932,0.5125,0.02961,0.3125,0.5,0.5
367,0.02751,1.125,0,0.8719,2.801,92.59,141,0.2653,0.06156,1.075,0.07456,0.875,0.5,0.5
368,0.03504,1.538,0.03316,0.7789,2.665,131.2,213,0.4342,0.05878,0.6688,0.04162,0.4688,0.25,0.25
369,0.03459,10.63,2.952e-06,0.7242,1.96,133.2,221,0.4045,0.03911,0.7,-0.0069,0.5,0.25,0.25
370,0.02286,1.327,0,0.8558,2.944,109.9,294,0.2437,0.04424,0.9188,-0.3976,0.7188,0.25,0.25
371,0.02822,1.816,0,1.024,2.683,79.12,133,0.2743,0.0499,1.138,-0.07349,0.9375,0.5,0.5
372,0.03344,1.356,0,0.7512,1.786,102.1,175,0.3207,0.06489,0.6375,0.08012,0.4375,0,0
373,0.03486,11.99,0,0.7103,2.641,105.9,335,0.3113,0.05543,0.825,-0.04394,0.625,0.75,0.75
374,0.02583,1.334,0,0.9402,2.643,135.4,294,0.2437,0.05937,1.044,-0.03194,0.8438,0.25,0.25
375,0.03834,13.29,4.052e-09,0.868,2.539,104.7,232,0.3322,0.0568,0.9188,-0.05308,0.7188,0,0
376,0.03548,12.77,1.322e-06,0.9723,2.286,81.28,164,0.3211,0.06558,1.044,-0.117,0.8438,0.5,0.5
377,0.03977,11.85,0,0.8342,2.972,93.66,166,0.2708,0.05875,0.7313,-0.1029,0.5312,0.25,0.25
378,0.03425,11.65,2.637e-08,0.7026,2.009,107.9,194,0.2621,0.06079,0.8438,-0.2191,0.6562,0.75,0.5
379,0.03092,1.581,0.02387,0.8317,2.177,107.9,137,0.3371,0.0399,0.4813,-0.09053,0.2812,0,0
380,0.03177,3.02,0,0.79,2.64,134,700,0.3114,0.1084,0.9438,-0.1247,0.75,0,0
381,0.03451,0.9812,0,0.735,2.207,109.2,216,0.314,0.08032,0.7625,-0.03529,0.5625,0.75,0.75
382,0.0415,16.72,0,0.7348,2.01,102.3,181,0.4299,0.07796,0.4813,0.04873,0.2812,0.5,0.5
383,0.03247,10.14,0,0.7446,2.125,110.2,240,0.3128,0.04169,1.044,-0.1782,0.8438,0.5,0.5
384,0.03481,0.9899,0.09867,0.8713,2.72,84.12,144,0.3016,0.0803,0.9813,-0.02027,0.7812,0.5,0.5
385,0.02297,1.597,0,0.9091,2.178,115,194,0.224,0.02854,1.038,-0.04878,0.8438,0.5,0.5
386,0.02227,0.855,0.2688,1.006,2.53,90.09,125,0.2477,0.02934,1.169,-0.0256,0.9688,0.75,0.75
387,0.02751,7.174,0.0008513,1.026,2.937,90.12,248,0.2639,0.04407,1.013,-0.07559,0.8125,0.5,0.5
388,0.02897,0.9539,0,0.9124,2.046,80.69,143,0.2802,0.04306,1.138,-0.07945,0.9375,0.5,0.5
389,0.02541,2.462,0,0.8605,2.277,98.16,144,0.232,0.04881,0.9813,-0.04586,0.7812,0.25,0.25
390,0.02894,1.671,0,0.8706,2.851,118.2,225,0.3197,0.0395,0.8875,0.0008151,0.6875,0.25,0.25
391,0.02521,0.9846,0.1167,1.008,2.72,96.72,167,0.26,0.04469,1.013,-0.02976,0.8125,0.75,0.75
392,0.03151,1.941,0,0.8037,2.67,115.1,233,0.2944,0.04674,0.825,0.1017,0.625,0.5,0.5
393,0.03135,1.891,0,0.7806,2.16,93.88,167,0.3124,0.05517,0.8563,-0.1075,0.6562,0.5,0.5
394,0.03693,1.533,0,0.8022,2.129,121.5,202,0.4239,0.05547,0.6063,0.00693,0.4062,0.5,0.5
395,0.03152,1.133,0,0.7218,2.563,100.3,163,0.3196,0.05277,0.7,-0.05872,0.5,0,0
396,0.02977,0.9469,0.05843,0.8216,2.846,107.8,208,0.306,0.05085,0.95,0.006788,0.75,0,0
397,0.03067,2.367,0,0.8373,2.897,73.88,140,0.2363,0.06759,1.2,0.001357,1,1,1
398,0.02988,1.749,0,0.8873,2.039,82.94,159,0.252,0.2089,1.106,0.08304,0.9062,0.25,0.25
399,0.02966,3.06,0.002076,0.9104,2.539,105.7,177,0.2481,0.05376,0.8563,-0.01755,0.6562,0.25,0.25
400,0.03375,11.59,0,0.7848,2.986,103.6,161,0.2627,0.07251,0.9188,-0.1322,0.7188,0.25,0.25
401,0.02605,1.349,0,1.03,2.523,133.7,219,0.263,0.05062,1.044,-0.1408,0.8438,0.25,0.25
402,0.02971,1.113,0.04669,0.8458,1.958,99.84,234,0.2894,0.04617,0.9188,0.07837,0.7188,0.5,0.5
403,0.03446,1.183,0.1173,0.8213,2.999,96.31,144,0.3752,0.06886,0.6688,-0.1111,0.4688,0.25,0.25
404,0.02695,0.7327,0.1581,0.9034,2.722,85.97,156,0.2523,0.03624,1.106,-0.02056,0.9062,0.5,0.5
405,0.0336,2.853,0,0.6994,2.297,113.3,224,0.4411,0.04678,0.5125,-0.0501,0.3125,0.25,0.25
406,0.02817,1.352,0.2721,1.157,2.61,71.31,137,0.2438,0.05815,0.8563,-0.06694,0.6562,0.5,0.5
407,0.03809,7.769,6.164e-11,1.029,2.66,111.5,273,0.4135,0.05219,0.9188,0.103,0.7188,0.25,0.25
408,0.03119,1.05,0,0.7533,1.943,106,217,0.3145,0.04572,0.825,-0.01429,0.625,0.5,0.5
409,0.02871,1.284,0.08238,0.9073,2.495,60.41,114,0.2278,0.06876,1.169,-0.05411,0.9688,0.75,0.75
410,0.02905,2.415,0,0.7729,2.178,125.4,256,0.3072,0.05429,0.9188,-0.146,0.7188,0,0
411,0.02559,2.856,0.03208,1.009,2.91,74.72,121,0.2152,1.624,1.013,-0.07876,0.8125,0.5,0.5
412,0.03163,7.996,0,0.76,2.875,101.1,218,0.2935,0.06021,0.9188,-0.2912,0.7188,0,0
413,0.0296,10.7,0,0.8684,2.392,107.3,244,0.2832,0.04307,0.9813,-0.03568,0.7812,0,0
414,0.02429,0.8093,0.2696,1.039,2.442,92.47,147,0.2746,0.02834,0.9188,-0.08142,0.7188,0.25,0.25
415,0.0317,9.915,0,0.7162,2.272,125.1,196,0.2796,0.06266,0.7,-0.1083,0.5,0.25,0.25
416,0.03076,1.536,0,0.9042,2.384,113.8,205,0.3182,0.05328,0.6375,0.0693,0.4375,0.5,0.5
417,0.04148,16.66,0,0.7817,2.577,95.62,207,0.2461,0.09341,0.7625,-0.07305,0.5625,0.25,0.25
418,0.02403,1.226,0,0.9953,2.374,101.2,148,0.2891,0.03733,0.8875,0.123,0.6875,0,0
419,0.02783,3.693,0,0.9103,2.111,102.8,222,0.2723,0.06782,1.106,-0.2133,0.9062,0.5,0.5
420,0.03049,0.8479,0.2412,1.068,2.486,76.22,148,0.3431,0.05017,1.013,0.006772,0.8125,0,0
421,0.0289,1.181,0,0.889,2.532,137.6,372,0.3982,0.03795,0.6688,-0.08916,0.4688,0.5,0.5
422,0.03166,2.705,0,0.8755,2.783,106.1,286,0.4192,0.06688,0.7313,-0.1515,0.5312,0.5,0.5
423,0.0306,2.683,0,0.5927,1.219,124.3,277,0.3296,0.0515,0.6375,-0.076,0.4375,0.5,0.5
424,0.03884,8.743,2.895e-10,1.061,2.793,143.4,259,0.3483,0.04341,0.7625,-0.253,0.5625,0.5,0.5
425,0.02215,0.8613,0.1757,0.9604,2.249,96.75,161,0.2824,0.02567,0.825,-0.1378,0.625,0.25,0.25
426,0.02212,0.8516,0,1.03,2.863,98.34,165,0.2751,0.02688,1.106,-0.08725,0.9062,0.5,0.5
427,0.03328,3.737,0,0.8382,2.391,120.6,292,0.3669,0.03879,0.825,-0.09461,0.625,0.75,0.75
428,0.03441,10.98,0,0.7973,1.97,94.34,159,0.3068,0.04768,0.7313,-0.06615,0.5312,0.25,0.25
429,0.02447,1.084,0,0.8016,1.919,115.9,202,0.292,0.03568,0.7625,-0.1679,0.5625,0.5,0.5
430,0.03475,0.9802,0,0.6793,1.956,79.47,125,0.339,0.05357,1.2,0.001063,1,1,1
431,0.02296,0.9533,0.09133,1.009,2.844,108.3,251,0.2542,0.04293,0.9813,-0.01059,0.7812,0.5,0.5
432,0.02831,0.7303,0.195,1.042,2.184,78.06,136,0.3648,0.03362,0.8563,-0.1642,0.6562,0.5,0.5
433,0.04808,15.22,0,0.6982,2.997,120.5,257,0.3054,0.04484,0.7313,0.01449,0.5312,0.25,0.25
434,0.03012,2.459,0,0.8053,2.212,111.4,224,0.3095,0.04482,0.7625,-0.02327,0.5625,0.25,0.25
435,0.03122,1.74,0.01852,0.8123,2.357,118.1,221,0.301,0.08732,0.7,-0.02589,0.5,0,0
436,0.0415,14.73,0,0.8807,2.792,102,254,0.2637,0.08454,0.9813,-0.08549,0.7812,0.5,0.5
437,0.02608,0.9677,0,1.056,2.631,101.3,188,0.3078,0.03994,1.013,0.04341,0.8125,0.5,0.5
438,0.02406,1.111,0,0.7986,2.008,82.25,170,0.2211,0.04112,1.2,0.0008187,1,1,1
439,0.02986,2,0,0.8796,2.878,110.9,247,0.3692,0.1138,0.6375,-0.02242,0.4375,0.5,0.5
440,0.02554,0.956,0,0.9221,2.226,115.5,196,0.2508,0.0395,0.8563,-0.01641,0.6562,0,0
441,0.03318,5.815,0,0.6617,2.373,129,311,0.3437,0.04607,0.7625,0.0597,0.5625,0.5,0.5
442,0.02926,1.219,0.08575,1.07,2.44,99.06,151,0.3375,0.08648,0.7313,-0.1525,0.5312,0,0
443,0.0368,4.234,0,0.6867,2.66,111.5,174,0.3194,0.05967,0.95,0.0512,0.75,0.25,0.25
444,0.02731,0.9882,0,0.8303,2.277,122.6,271,0.3215,0.03053,0.9188,-0.06131,0.7188,0,0
445,0.03263,12.73,0,0.9515,2.777,92.53,171,0.2685,0.06658,0.825,0.0602,0.625,0.5,0.5
446,0.02813,1.14,0.115,0.7131,2.513,119.7,263,0.2817,0.05132,0.9813,0.04848,0.7812,0.5,0.5
447,0.03226,5.253,0.00221,0.7975,1.981,92.31,156,0.2699,0.04964,1.075,-0.005417,0.875,0.25,0.25
448,0.0332,14.44,0,0.8764,2.629,125.2,217,0.3208,0.0421,0.825,-0.04103,0.625,0.25,0.25
449,0.0267,1.659,0.01407,0.8532,2.328,127.7,407,0.2901,0.03437,0.7625,-0.1736,0.5625,0.25,0.25
450,0.03087,1.087,0.09108,1.01,2.943,96.38,167,0.3439,0.05367,1.106,-0.02101,0.9062,0.75,0.75
