step,sampling/sampling_logp_difference/mean,sampling/sampling_logp_difference/max,sampling/importance_sampling_ratio/min,sampling/importance_sampling_ratio/mean,sampling/importance_sampling_ratio/max,completions/mean_length,completions/max_length,entropy,kl,reward,loss,diag/accuracy,diag/zero_var_group_ratio,frac_reward_zero_std
228,0.02609,1.485,0,0.767,2.486,216.9,700,0.6556,0.03093,0.8107,0.0989,0.625,0,0
229,0.02715,1.012,0,0.8754,2.657,238.7,700,0.7062,0.0208,0.7598,0.092,0.5625,0.5,0.25
230,0.02471,0.8014,0,0.9409,2.859,185.6,581,0.6191,0.01751,0.7,-0.05621,0.5,0,0
231,0.02371,0.9622,0,0.81,2.89,175.4,616,0.6124,0.0196,0.7563,0.09218,0.5625,0.25,0.25
232,0.02234,1.551,0,0.7764,2.454,200.3,664,0.5291,0.01785,0.8875,0.3543,0.6875,0,0
233,0.023,1.316,0.07632,0.6819,2.313,135.9,332,0.4354,0.03441,0.975,-0.182,0.7812,0,0
234,0.02627,1.384,0,0.9593,2.429,211.5,700,0.9428,0.02112,0.7857,0.03462,0.5938,0,0
235,0.02119,1.012,0,0.7268,2.16,171.2,291,0.4329,0.02122,0.9188,-0.1325,0.7188,0.25,0.25
236,0.0266,1.096,0,1.086,2.777,230.1,648,0.7748,0.02001,0.825,-0.08792,0.625,0.25,0.25
237,0.02339,1.347,0.06875,0.8263,2.833,186.4,537,0.5249,0.03487,0.8188,0.1491,0.625,0,0
238,0.0265,0.8532,0,0.9457,2.9,169.1,447,0.6047,0.02492,0.8188,-0.081,0.625,0,0
239,0.02324,0.882,0.1887,0.924,2.947,188.2,487,0.5325,0.01838,0.7875,-0.2717,0.5938,0.25,0.25
240,0.02979,1.341,0.1071,0.8954,2.998,279.2,700,1.06,0.0168,0.8054,0.08206,0.625,0.25,0.25
241,0.02336,0.8878,0.1761,0.8831,2.632,219.4,700,0.6813,0.01886,0.536,0.1827,0.3438,0,0
242,0.02259,1.33,0,0.6344,2.177,153.5,387,0.435,0.02423,1.069,-0.04151,0.875,0.5,0.5
243,0.02704,2.993,0,0.7528,2.536,136.9,327,0.4943,0.09858,0.8875,0.05881,0.6875,0.25,0.25
244,0.02045,0.786,0,1.145,2.696,156.4,351,0.431,0.02055,0.9063,-0.05216,0.7188,0,0
245,0.02109,1.331,0,1,2.943,222.4,476,0.5168,0.02667,0.7875,-0.2184,0.5938,0,0
246,0.02182,1.543,0,0.9837,2.674,188.1,590,0.4924,0.0232,0.9438,0.07113,0.75,0.25,0.25
247,0.02679,1.687,0.04647,0.8779,2.984,225.4,700,0.7805,0.03161,0.9397,0.2341,0.75,1,0.75
248,0.02015,0.9934,0.1055,1.122,2.579,151,507,0.4383,0.02492,0.95,0.01488,0.75,0.5,0.5
249,0.01817,1.349,0,1.184,2.808,160.9,245,0.2978,0.01742,1.031,-0.1444,0.8438,0.5,0.5
250,0.02662,1.327,0.0146,1.128,2.485,155.9,558,0.6648,0.03074,0.8875,0.2878,0.6875,0.25,0.25
251,0.01996,0.9814,0.05839,0.7693,1.712,166.3,700,0.4965,0.01878,0.9163,-0.03448,0.7188,0.25,0.25
252,0.02377,0.9359,0.06641,0.7309,2.202,202.5,700,0.6799,0.01806,0.7938,-0.01557,0.5938,0.5,0.5
253,0.02383,0.9691,0.08927,0.9561,2.729,227.2,542,0.5814,0.02806,0.7188,0.09582,0.5312,0.25,0
254,0.02335,1.064,0,0.7791,2.629,182.8,693,0.7672,0.0212,0.9171,-0.008314,0.7188,0.5,0.5
255,0.02438,2.043,0,0.7355,2.485,253.8,700,0.5992,0.04682,0.7125,-0.04228,0.5312,0,0
256,0.02628,0.7661,0,0.7676,2.552,212.9,700,0.8084,0.02328,0.7258,-0.1041,0.5312,0.5,0.5
257,0.02367,1.304,0,0.6592,1.789,232.6,700,0.804,0.02062,0.8227,0.05987,0.625,0.25,0
258,0.02249,0.8607,0,0.9324,2.558,156.6,278,0.5093,0.02117,0.8563,-0.06098,0.6562,0,0
259,0.02462,1.779,0.1798,0.8413,1.94,154.8,700,0.5629,0.029,1.013,0.03291,0.8125,0.25,0.25
260,0.02281,0.8743,0,0.8184,2.305,219,700,0.6869,0.02947,0.8997,0.09541,0.7188,0.25,0.25
261,0.02222,2.39,0,0.8871,1.885,139.2,219,0.4439,0.0347,0.7563,0.002431,0.5625,0.25,0.25
262,0.02052,0.9541,0,0.9435,2.31,156.1,224,0.3972,0.02231,0.7938,-0.009267,0.5938,0,0
263,0.02451,1.546,0.02397,1.11,2.701,163.2,700,0.5623,0.03798,0.9021,-0.1126,0.7188,0,0
264,0.01988,2.509,0,0.8495,2.462,136.2,237,0.3611,0.1708,0.825,-0.1209,0.625,0.25,0.25
265,0.02149,1.032,0,0.9025,2.332,143.4,700,0.4241,0.02526,1.075,0.08271,0.875,0.75,0.75
266,0.02385,2.234,0,0.8031,2.936,140.7,293,0.4297,0.02905,0.9188,0.04446,0.7188,0.5,0.5
267,0.02525,1.422,0,0.869,2.982,196,700,0.6122,0.02957,0.6934,0.1749,0.5,0.25,0.25
268,0.02715,0.8076,0.1087,0.9255,2.603,164.5,700,0.6208,0.02442,0.9153,0.01938,0.7188,0,0
269,0.02302,1.678,0.107,0.7742,1.919,174.4,376,0.5167,0.02714,0.8875,0.03944,0.6875,0.25,0.25
270,0.0205,0.8046,0.383,1.062,2.537,117.1,181,0.3966,0.02171,0.8563,0.07512,0.6562,0,0
271,0.02098,2.808,0,0.7669,2.069,169.2,463,0.3928,0.05925,1.006,-0.117,0.8125,0,0
272,0.02393,1.221,0.1147,0.8316,2.676,149.7,700,0.5154,0.0282,1.008,0.1141,0.8125,0.75,0.5
273,0.01939,1.278,0,0.97,2.875,204.4,700,0.4353,0.02321,0.95,-0.08881,0.75,0,0
274,0.01751,0.773,0,0.8017,2.472,207.7,537,0.3411,0.02171,0.7625,-0.08553,0.5625,0.75,0.75
275,0.02461,0.5576,0,0.7805,1.886,166.6,533,0.5568,0.02457,0.7,-0.1288,0.5,0.5,0.5
276,0.0271,2.697,0.04378,0.7334,2.297,221.7,700,0.6269,0.117,0.8561,-0.01198,0.6562,0,0
277,0.02323,1.094,0,0.6771,2.035,158.7,290,0.3821,0.03988,0.8813,-0.1421,0.6875,0,0
278,0.0285,4.04,0.0002071,0.9935,2.605,168.3,700,0.6172,0.1664,0.7563,-0.006324,0.5625,0,0
279,0.02545,4.512,0,0.9773,2.622,157.2,296,0.4527,0.1038,0.8188,-0.01481,0.625,0,0
280,0.02386,1.952,0.1549,0.8368,1.895,188.7,700,0.5329,0.04227,0.7938,-0.07136,0.5938,0.25,0.25
281,0.01909,0.9297,0.2237,0.8901,2.527,193.4,326,0.3689,0.02041,0.7313,-0.2133,0.5312,0.25,0.25
282,0.02485,1.019,0,0.6896,2.497,207.8,700,0.5489,0.01997,0.7625,0.05749,0.5625,0,0
283,0.02736,1.229,0,0.7147,2.334,189.8,700,0.8241,0.02795,0.6181,-0.0606,0.4375,0.5,0.25
284,0.02501,0.7268,0.05747,0.8992,2.072,166.2,700,0.5303,0.02817,0.95,-0.01518,0.75,0.25,0.25
285,0.02239,0.934,0,0.9244,2.837,162.3,262,0.4302,0.02227,0.9438,-0.095,0.75,0.25,0.25
286,0.02748,0.9338,0,0.9199,2.88,194.8,628,0.7049,0.03109,0.9688,0.06576,0.7812,0.25,0.25
287,0.02361,0.5094,0,0.9878,2.917,190.1,700,0.5653,0.02247,0.8563,-0.08567,0.6562,0,0
288,0.0257,0.7598,0.05184,1.038,2.859,189.9,700,0.5652,0.02251,0.9188,0.0299,0.7188,0.25,0.25
289,0.02106,1.419,0,0.8507,2.12,155,356,0.3758,0.02806,0.975,-0.05879,0.7812,0.25,0.25
290,0.02565,0.96,0,0.738,1.904,201.1,700,0.5698,0.0251,0.9188,-0.2225,0.7188,0.25,0.25
291,0.0241,1.558,0,0.8543,2.165,195.7,700,0.4531,0.02773,0.825,0.007789,0.625,0,0
292,0.03063,0.7588,0,0.7756,2.262,272.4,700,0.8802,0.02312,0.3194,-0.03806,0.125,0.5,0.5
293,0.0289,1.05,0.08459,0.9087,2.887,193.3,428,0.6655,0.02715,0.5063,0.01159,0.3125,0.75,0.75
294,0.02976,1.726,0.04476,0.6593,1.908,192.3,396,0.5947,0.03529,0.5563,0.03714,0.375,0.5,0.25
295,0.02316,0.982,0,0.9785,2.815,198.7,395,0.4042,0.03445,0.6875,-0.03392,0.5,0,0
296,0.03313,0.7902,0,0.8279,2.611,189.6,700,0.8656,0.02796,0.8188,0.03997,0.625,0,0
297,0.02745,1.392,0,0.7037,2.544,160.1,331,0.5481,0.03101,0.9188,0.1368,0.7188,0.25,0.25
298,0.02965,1.546,0,0.7911,2.629,149,280,0.4913,0.1118,0.9438,-0.1934,0.75,0.25,0.25
299,0.03076,0.9797,0,0.7729,1.896,170.9,565,0.6364,0.03086,0.7938,-0.0252,0.5938,0.75,0.75
300,0.02505,1.706,0,0.8143,2.417,195.9,399,0.5088,0.04392,0.95,-0.1668,0.75,0.25,0.25
301,0.02596,1.503,0,0.663,2.383,182.5,461,0.4753,0.05233,0.7563,-0.1204,0.5625,0,0
302,0.0347,0.8436,0,0.8344,2.465,168,542,0.9187,0.02695,0.85,-0.01858,0.6562,0.25,0.25
303,0.0305,0.953,0.1817,0.9653,2.909,142.4,328,0.5911,0.03178,1.075,0.1674,0.875,0.5,0.5
304,0.02931,1.666,0.01423,0.985,2.339,140.9,700,0.6005,0.0628,0.8739,-0.1985,0.6875,0,0
305,0.02878,0.7701,0.2512,1.04,2.832,170.8,369,0.6014,0.02669,0.9188,-0.02312,0.7188,0.5,0.5
306,0.03064,2.2,0,0.7271,2.666,193,700,0.6178,0.0537,0.8083,0.08174,0.625,0,0
307,0.03441,0.8159,0,0.7118,2.59,199.3,700,0.8911,0.03156,0.8188,0.4256,0.625,0.25,0.25
308,0.02409,1.083,0,0.893,2.665,130.7,252,0.4126,0.02276,1.131,-0.03594,0.9375,0.5,0.5
309,0.0303,1.259,0,0.888,2.82,189.7,519,0.6357,0.0272,0.7625,0.1812,0.5625,0.25,0.25
310,0.0245,0.6833,0.04998,1.107,2.736,160.3,617,0.4867,0.02478,1.106,-0.09181,0.9062,0.5,0.5
311,0.02732,0.8803,0,0.6889,1.713,165.8,398,0.5849,0.02677,0.9188,0.05749,0.7188,0,0
312,0.03315,1.91,0,0.7089,2.644,229.7,700,0.917,0.0233,0.7265,0.03932,0.5312,0,0
313,0.02991,0.5373,0.1322,1.081,2.923,174.9,700,0.6975,0.02417,0.8246,-0.08187,0.625,0.25,0.25
314,0.02814,1.257,0.02964,0.7424,2.469,158.3,299,0.5379,0.05327,0.8688,0.0137,0.6875,0,0
315,0.03089,1.394,0,0.5567,1.714,133.7,254,0.5373,0.07786,0.9375,0.06876,0.75,0.25,0
316,0.03002,1.143,0,0.9605,2.648,174.8,655,0.6269,0.04399,0.8125,-0.1216,0.625,0,0
317,0.02515,0.8028,0.08859,0.8755,2.53,177,353,0.5238,0.02681,0.9188,-0.08647,0.7188,0,0
318,0.03457,9.48,4.75e-05,0.708,2.79,163.8,549,0.5578,0.03546,0.7,0.00282,0.5312,0,0
319,0.03057,1.554,0,0.8731,2.885,201.4,700,0.8156,0.0231,0.7862,-0.09103,0.5938,0.25,0.25
320,0.02293,0.9055,0.1339,0.8677,2.104,154.4,257,0.4509,0.02371,0.8875,0.0408,0.6875,0,0
321,0.0257,0.821,0,0.815,2.025,132.9,301,0.4634,0.02695,1.013,0.1469,0.8125,0.25,0.25
322,0.02591,1.585,0,0.7082,2.376,172.8,645,0.5523,0.02962,0.9499,0.4066,0.75,0.25,0
323,0.02407,1.062,0,0.8031,2.912,212.1,700,0.54,0.02366,0.8237,-0.2236,0.625,0,0
324,0.02282,1.3,0,0.8448,2.049,166.6,700,0.4627,0.03485,1.1,0.07999,0.9062,0.25,0.25
325,0.02609,1.642,0,0.8023,1.994,156.3,327,0.5773,0.03192,0.7563,-0.1861,0.5625,0,0
326,0.02539,1.147,0,0.6622,2.146,177.9,310,0.5878,0.02507,0.575,-0.09639,0.375,0.25,0.25
327,0.02859,0.7066,0,1.228,2.886,164,394,0.6408,0.02675,0.8188,0.2809,0.625,0.25,0.25
328,0.0203,0.7498,0,0.727,1.583,160.8,283,0.3664,0.02997,0.975,0.09049,0.7812,0,0
329,0.02118,1.323,0,0.7946,1.798,133.8,221,0.4055,0.03298,0.9438,0.1084,0.75,0.5,0.25
330,0.02187,0.9461,0,1.078,2.649,142.7,261,0.3659,0.02405,0.8875,-0.03855,0.6875,0.5,0.5
331,0.02139,1.599,0,0.9019,1.985,137.7,306,0.3603,0.02902,0.85,-0.002924,0.6562,0.5,0.25
332,0.02599,0.8091,0,0.7942,2.894,212.5,700,0.6667,0.01794,1.067,-0.1652,0.875,0.25,0.25
333,0.02283,1.014,0,0.792,2.284,210.3,632,0.4681,0.02737,0.7813,-0.04015,0.5938,0,0
334,0.02427,1.175,0.3456,1.045,2.693,163.9,700,0.5389,0.02651,1.199,0.3779,1,1,0.75
335,0.02112,1.07,0,0.8481,2.209,171.9,349,0.3862,0.02192,0.9813,0.05022,0.7812,0.5,0.5
336,0.02146,0.858,0.09157,0.8624,2.18,176.6,700,0.4987,0.0199,1.137,-0.04735,0.9375,0.5,0.5
337,0.02408,1.207,0.2059,1.048,2.065,121.1,252,0.3324,0.03663,1.169,-0.04552,0.9688,0.75,0.75
338,0.02116,1.009,0.1159,0.9266,2.184,186.3,382,0.4411,0.02424,0.9188,-0.07939,0.7188,0.25,0.25
339,0.02002,3.324,0.01602,0.8738,2.84,171.5,700,0.3271,0.6335,1.069,-0.161,0.875,0.25,0.25
340,0.02876,0.9414,0,0.7491,2.687,210.9,672,0.7173,0.0244,0.5375,-0.1528,0.3438,0,0
341,0.01846,3.486,0.05792,0.7767,1.7,156.1,236,0.3099,0.6478,1.044,-0.02284,0.8438,0.5,0.5
342,0.02017,0.8515,0,0.8469,2.196,147,438,0.4122,0.02501,1.075,0.01593,0.875,0.25,0.25
343,0.02462,1.635,0,0.8557,2.399,212.8,700,0.5477,0.1458,0.6188,0.05686,0.4375,0.25,0.25
344,0.02491,1.119,0,0.8228,1.794,158.8,602,0.4743,0.02383,1.013,0.02216,0.8125,0.75,0.75
345,0.02285,0.9055,0,0.8499,2.322,208,700,0.632,0.02213,0.792,0.4421,0.5938,0.25,0
346,0.02124,3.448,0.05733,0.7995,2.954,144.2,252,0.3532,1.552,1.2,0.02516,1,1,1
347,0.02271,1.465,0,1.198,2.575,133.4,285,0.4787,0.06312,0.7875,-0.137,0.5938,0,0
348,0.01968,0.9299,0.2439,1.001,2.22,171,333,0.3544,0.02042,0.9188,0.04877,0.7188,0.25,0.25
349,0.02099,0.8929,0.2388,0.815,2.102,147.9,299,0.3493,0.02186,0.9813,0.08517,0.7812,0.25,0.25
350,0.0256,0.7848,0,0.7778,2.899,144.2,666,0.5012,0.02392,0.9188,0.05569,0.7188,0.25,0.25
351,0.02241,1.242,0,0.6717,2.034,190.5,575,0.4171,0.02684,0.8813,-0.05834,0.6875,0.25,0.25
352,0.02753,1.306,0,0.7642,2.188,174.8,679,0.5558,0.02231,0.8563,-0.05035,0.6562,0.25,0.25
353,0.03111,1.239,0,0.7924,1.925,160.4,700,0.7468,0.02636,0.8856,-0.01255,0.6875,0.25,0.25
354,0.01799,1.122,0,0.8005,2.708,175.1,259,0.3191,0.03713,0.9375,-0.1031,0.75,0.25,0.25
355,0.02898,1.427,0.07482,0.7606,2.14,184.1,700,0.6493,0.04406,0.7178,-0.1352,0.5312,0.5,0.25
356,0.02811,0.6986,0.1667,0.8787,2.402,177.4,360,0.5659,0.0218,0.7938,0.232,0.5938,0,0
357,0.03356,1.024,0,0.7718,2.57,213.2,700,0.8245,0.02114,0.8219,-0.04214,0.625,0.75,0.25
358,0.03046,0.5882,0.001843,0.8303,1.886,182.3,700,0.8896,0.02139,0.7806,0.00288,0.5938,0,0
359,0.03356,0.7254,0,0.8776,2.958,158.3,416,0.799,0.02261,0.8188,-0.1139,0.625,0,0
360,0.02781,0.7077,0,0.8072,2.255,186.6,700,0.6369,0.02579,0.746,-0.005433,0.5625,0,0
361,0.0325,1.181,0,0.6786,1.622,197.8,700,0.7828,0.02405,0.7775,-0.03449,0.5938,0,0
362,0.02984,0.5755,0,0.8969,2.511,150,700,0.7559,0.0235,1.132,-0.06079,0.9375,0.75,0.5
363,0.02868,0.6348,0,0.8345,2.858,137.3,538,0.5794,0.02493,0.7875,-0.009429,0.5938,0.75,0.5
364,0.02644,0.7051,0.04648,0.7533,2.241,198.5,700,0.5793,0.01899,0.7938,-0.15,0.5938,0.25,0.25
365,0.02325,0.5926,0.2354,0.9032,2.491,132.4,232,0.4271,0.02107,1.013,0.1471,0.8125,0.5,0.5
366,0.03425,0.9547,0,0.5634,2.522,222.8,455,0.9174,0.02285,0.475,-0.09561,0.2812,0.25,0.25
367,0.02439,0.7427,0,0.9163,2.71,122.8,219,0.4507,0.02009,1.013,-0.05681,0.8125,0.25,0.25
368,0.03609,0.7711,0,0.5659,2.126,214.9,414,0.86,0.0255,0.4375,-0.03972,0.25,0.25,0
369,0.03691,0.714,0,0.55,2.113,236.8,605,0.9063,0.02111,0.6063,-0.05795,0.4062,0.25,0.25
370,0.02349,1,0,0.7106,2.404,201.9,700,0.4547,0.02552,0.7937,-0.01662,0.5938,0.25,0.25
371,0.02996,1.168,0,0.7382,1.906,136.5,308,0.553,0.03076,0.8875,-0.1297,0.6875,0.5,0.5
372,0.03706,2.215,0.01875,0.658,1.801,171.5,435,0.7092,0.04723,0.5688,0.02833,0.375,0.5,0.25
373,0.0286,0.7175,0.07491,0.7397,1.786,202.6,700,0.6268,0.02219,0.825,0.05412,0.625,0.25,0.25
374,0.02863,0.8835,0,0.736,2.169,223.6,543,0.6811,0.02233,0.9438,-0.02532,0.75,0.25,0.25
375,0.03673,0.8776,0.00657,0.8627,2.444,172.6,700,0.8122,0.02887,0.8108,-0.2283,0.625,0.25,0.25
376,0.03014,0.9569,0,0.5931,1.505,130.4,345,0.564,0.02291,0.9438,0.04952,0.75,0,0
377,0.0289,1.19,0,0.6664,1.931,161.5,700,0.5137,0.03295,0.975,-0.01363,0.7812,0.25,0.25
378,0.02782,0.9155,0,0.8183,2.393,177.4,700,0.5242,0.02833,0.875,-0.04734,0.6875,0.25,0.25
379,0.03126,0.7788,0.0313,0.7091,1.92,186.7,700,0.6198,0.02247,0.5436,-0.1516,0.3438,0.5,0.25
380,0.02485,0.4968,0,0.9057,2.415,173.6,404,0.5187,0.02118,0.7938,0.005992,0.5938,0,0
381,0.0323,2.129,0,0.8248,2.067,174.4,519,0.6271,0.1982,0.7875,-0.1049,0.5938,0.25,0.25
382,0.04022,0.8322,0,0.755,2.675,173.7,424,0.8966,0.02823,0.4813,0.05778,0.2812,0.25,0.25
383,0.0308,0.6528,0,0.5905,2.558,177.2,521,0.6372,0.02785,0.825,-0.114,0.625,0.25,0.25
384,0.03388,0.5906,0,0.7576,1.651,167.3,700,0.6479,0.02382,0.8875,0.02909,0.6875,0.25,0.25
385,0.02768,0.731,0.09562,1.186,2.84,200.7,700,0.5418,0.02178,1.038,-0.1321,0.8438,0.25,0.25
386,0.02837,1.066,0.03712,0.9877,2.856,128.4,184,0.4375,0.03333,1.106,-0.02392,0.9062,0.5,0.5
387,0.03217,0.9104,0.007621,0.7996,2.42,163.9,700,0.7037,0.02839,1.064,0.1074,0.875,0.25,0.25
388,0.03143,0.7082,0.1159,0.9693,2.412,128.6,327,0.5456,0.02612,1.013,-0.142,0.8125,0.25,0.25
389,0.02558,0.6628,0,0.5883,2.318,209.5,551,0.5315,0.0242,0.8813,-0.1303,0.6875,0.25,0.25
390,0.03386,0.7602,0,0.7616,2.91,197.7,700,0.9258,0.02508,0.8084,0.05302,0.625,0.25,0.25
391,0.03088,1.423,0.001805,0.8504,1.846,188.6,700,0.5907,0.0266,0.8479,0.03115,0.6562,0.25,0.25
392,0.03223,0.9647,0,0.7312,2.627,176.9,700,0.68,0.02635,0.8491,-0.1173,0.6562,0.5,0.25
393,0.02416,0.6237,0.08286,0.6812,1.667,153.1,307,0.432,0.02789,0.85,-0.1111,0.6562,0,0
394,0.04217,0.9635,0,0.6365,1.9,228.2,700,1.023,0.02715,0.6513,-0.2393,0.4688,0,0
395,0.03121,2.185,0,0.8582,2.339,191.5,445,0.641,0.07009,0.85,-0.06089,0.6562,0,0
396,0.02853,0.7887,0,0.84,2.843,173.8,318,0.5422,0.02399,0.8875,-0.06591,0.6875,0,0
397,0.0301,1.737,0.005961,0.7977,2.962,140.7,700,0.4638,0.02734,1.138,0.008423,0.9375,0.75,0.75
398,0.025,0.6674,0.2062,0.8751,2.437,134.1,262,0.3817,0.02265,0.9813,0.03275,0.7812,0.5,0.5
399,0.03136,0.7601,0,0.8147,2.887,207.5,513,0.856,0.0243,0.9438,0.05318,0.75,0.5,0.5
400,0.03354,0.9123,0,0.8081,2.707,200.2,700,0.5797,0.03299,0.85,-0.07407,0.6562,0,0
401,0.02653,1.385,0,0.5091,1.261,195.2,350,0.4248,0.02736,0.8813,5.325e-05,0.6875,0.25,0.25
402,0.03622,0.6922,0.07776,0.8207,2.377,151.4,432,0.6395,0.03024,0.9188,0.1137,0.7188,0.25,0.25
403,0.04012,0.805,0,0.6994,2.919,215.3,700,1.104,0.03466,0.614,-0.1326,0.4375,0,0
404,0.03003,1.653,0,0.6956,1.838,140.5,339,0.5544,0.08617,1,-0.05526,0.8125,0.5,0.5
405,0.03791,1.171,0,0.6041,2.772,277.3,700,0.9989,0.03273,0.5027,-0.0009107,0.3125,0.5,0
406,0.03257,0.8212,0,0.8871,2.352,163.7,700,0.6306,0.03164,0.6594,0.11,0.4688,0.5,0.5
407,0.03791,0.7334,0.01037,0.6572,1.764,163,552,0.7918,0.03318,0.8813,0.07225,0.6875,0.25,0.25
408,0.03167,1.284,0,0.6946,2.954,190.2,306,0.5379,0.03898,0.85,0.1217,0.6562,0,0
409,0.03489,1.867,0,0.9328,2.922,152.3,454,0.572,0.03865,1.044,-0.2357,0.8438,0.5,0.5
410,0.03085,1.233,0,0.6346,2.59,196.8,443,0.49,0.03029,0.85,-0.05804,0.6562,0.25,0.25
411,0.02603,0.8489,0,0.9923,2.78,162.3,700,0.4319,0.02707,0.8875,-0.1239,0.6875,0.25,0.25
412,0.02627,0.9456,0,0.7976,2.346,144.2,233,0.3686,0.02438,1.044,0.09204,0.8438,0.5,0.5
413,0.02589,1.373,0.02884,0.7864,2.198,183.7,700,0.4317,0.04911,0.7875,-0.03559,0.5938,0.25,0.25
414,0.03324,0.8034,0,0.6224,1.596,175.6,700,0.6899,0.03727,0.9665,0.05893,0.7812,0.25,0.25
415,0.02757,1.805,0,0.8116,2.921,181.2,379,0.4368,0.06004,0.8375,-0.1149,0.6562,0.25,0.25
416,0.03311,0.7198,0,0.6888,2.672,197.1,497,0.6054,0.02723,0.7625,-0.2224,0.5625,0.75,0.75
417,0.0303,1.113,0,0.7331,2.133,158,311,0.4934,0.02837,0.95,0.01825,0.75,0.5,0.5
418,0.03038,1.885,0,0.9175,2.899,164.1,309,0.475,0.05161,0.7812,-0.1453,0.5938,0.25,0.25
419,0.02868,0.9056,0.0587,0.709,2.388,165.1,338,0.4487,0.03184,0.9813,-0.07774,0.7812,0.25,0.25
420,0.03356,0.7708,0,0.8656,2.696,150.9,700,0.5572,0.03464,1.138,-0.1313,0.9375,0.5,0.5
421,0.03514,1.932,0,0.5485,2.672,186.5,441,0.59,0.03348,0.825,0.02026,0.625,0.5,0.5
422,0.03242,0.7164,0,0.7696,2.637,157.1,329,0.6069,0.03319,0.85,0.03108,0.6562,0.25,0
423,0.02784,0.6144,0.1126,0.7848,2.181,183.7,345,0.4784,0.02878,0.7625,-0.2132,0.5625,0.25,0.25
424,0.03189,0.9113,0,0.5872,1.969,212.2,558,0.5609,0.02967,0.825,0.19,0.625,0.25,0.25
425,0.03317,1.277,0,0.7537,2.843,176.3,367,0.5349,0.03039,0.9188,-0.04953,0.7188,0.5,0.5
426,0.02752,0.8322,0,0.7835,2.808,160.6,295,0.4744,0.02759,1.075,0.1046,0.875,0.25,0.25
427,0.03252,2.073,0,0.9167,2.339,182.3,333,0.4811,0.2114,0.975,-0.1028,0.7812,0.25,0.25
428,0.03203,1.249,0.0321,0.7087,1.93,181.6,335,0.5512,0.03078,0.5688,0.0224,0.375,0,0
429,0.03686,1.786,0,0.7968,2.82,202.4,700,0.7744,0.04202,0.7559,0.06902,0.5625,0,0
430,0.03929,0.612,0.01322,0.6914,1.504,143.6,697,0.6739,0.0363,1.075,-0.05618,0.875,0.5,0.5
431,0.03446,0.8188,0,0.6976,1.983,193.3,700,0.682,0.02807,0.9417,-0.1267,0.75,0.25,0
432,0.03463,0.6749,0,0.77,2.431,150.3,629,0.5509,0.02855,0.8875,-0.3974,0.6875,0.5,0.5
433,0.04733,1.213,0,0.5241,1.911,241.1,700,1.02,0.0357,0.6889,-0.0914,0.5,0.25,0.25
434,0.04019,0.902,0,0.606,1.955,226.7,700,0.9126,0.03157,0.7464,-0.004213,0.5625,0.5,0.25
435,0.03537,1.061,0.02096,0.7007,2.821,199.1,700,0.5874,0.02842,0.7555,-0.0809,0.5625,0,0
436,0.02264,1.271,0,0.888,2.346,164.1,322,0.3504,0.02651,0.975,0.1097,0.7812,0.5,0.25
437,0.03606,1.079,0,0.7677,2.883,166.1,412,0.5879,0.0353,0.8813,-0.2528,0.6875,0.25,0.25
438,0.02974,0.7396,0.07013,0.8789,2.734,147.6,623,0.4435,0.04009,1.106,0.03503,0.9062,0.75,0.75
439,0.04289,1.343,0,0.5423,2.635,224.7,700,0.9167,0.03951,0.6305,-0.01431,0.4375,0,0
440,0.02804,1.357,0,0.7849,2.268,171.8,290,0.4718,0.02577,1.106,0.0252,0.9062,0.5,0.5
441,0.03579,0.8332,0,0.7065,2.634,194.9,700,0.686,0.02801,0.7562,-0.2268,0.5625,0,0
442,0.03682,1.235,0,0.6886,2.974,190.8,700,0.8833,0.03255,0.7835,-0.0467,0.5938,0,0
443,0.04072,1.076,0.0105,0.6307,1.877,213.9,700,1.084,0.0289,0.7168,-0.1882,0.5312,0,0
444,0.04,1.432,0,0.7701,2.762,210.3,700,0.8937,0.04123,0.7106,0.05037,0.5312,0,0
445,0.03207,1.347,0.02622,0.8409,2.58,178.2,700,0.5351,0.03607,0.8246,0.1675,0.625,0.5,0.25
446,0.02863,1.105,0,0.8062,2.847,151.7,388,0.4419,0.02342,0.9188,-0.1378,0.7188,0.25,0.25
447,0.02843,0.7911,0.06166,0.8037,2.121,153.9,644,0.4302,0.02764,1.138,0.1258,0.9375,0.5,0.5
448,0.03235,1.088,0.03637,0.9772,2.728,226.5,700,0.7063,0.02488,0.7487,-0.1801,0.5625,0.25,0.25
449,0.03456,1.586,0,0.6376,2.35,192.5,700,0.7017,0.02998,0.4917,0.04047,0.3125,0,0
450,0.02775,0.5889,0,0.5753,1.389,150.4,700,0.4764,0.02391,1.006,-0.0621,0.8125,0.25,0.25
451,0.02661,1.084,0.1033,0.7701,2.311,173.2,302,0.4487,0.02213,0.825,-0.03007,0.625,0.75,0.75
452,0.04662,2.395,2.843e-05,0.7159,2.78,236.3,700,1.23,0.1029,0.7918,0.1485,0.625,0.25,0.25
453,0.03263,0.9866,0,0.6163,2.024,169.6,597,0.6227,0.02579,0.9813,0.03287,0.7812,0.25,0.25
454,0.02539,0.8849,0.2061,0.9186,2.17,127.8,227,0.4257,0.02762,1.094,-0.04866,0.9062,0.5,0.5
455,0.0341,0.7851,0,0.7226,2.312,176.6,700,0.6409,0.02463,0.975,0.02431,0.7812,0.25,0.25
